booking_time,booking_distance,booking_amount,actual_total_time,payment_method_name,item_total_cnt,item_unique_cnt,customer_id,merchant_id
2020-10-17 20:56:11.688565,1.13,5000,650,pay2,1,1,417,41
2020-09-16 18:43:22.716306,0.92,6000,1325,pay1,2,2,440,23
2020-10-07 11:58:41.873178,3.06,0,1298,pay1,6,4,191,40
2020-09-10 18:20:27.194035,2.2,6000,1790,pay1,4,3,314,7
2020-10-17 08:41:40.376404,2.0,6000,1539,pay4,3,3,79,26
2020-10-28 21:36:41.264290,1.42,9000,1203,pay1,2,2,457,44
2020-10-02 11:47:53.618777,0.9,10000,1114,pay1,1,1,180,8
2020-09-11 20:01:26.619390,0.97,6000,575,pay1,1,1,7,21
2020-10-25 15:37:58.234954,1.79,6000,1184,pay1,8,3,104,47
2020-09-01 13:54:36.256028,4.2,0,2179,pay2,5,5,363,1
2020-10-06 14:00:33.274102,1.24,3000,1456,pay2,2,1,499,33
2020-10-21 18:25:05.537858,3.09,6000,1147,pay2,2,2,262,10
2020-10-13 12:07:29.033313,2.17,5000,893,pay3,2,2,198,1
2020-09-07 10:48:08.968402,3.59,6000,1823,pay1,4,4,239,49
2020-09-13 12:35:54.635734,0.87,6000,952,pay1,1,1,40,7
2020-10-10 16:28:26.954917,2.39,10000,746,pay1,1,1,68,8
2020-10-13 12:03:57.232532,0.7,6000,826,pay1,2,2,214,4
2020-10-02 13:43:04.511340,3.28,12000,899,pay2,2,2,245,16
2020-10-03 13:19:48.847435,2.48,10000,1405,pay2,1,1,174,33
2020-10-18 08:39:19.049727,3.77,6000,979,pay1,1,1,474,34
2020-09-29 18:25:36.608772,7.1,22000,1471,pay1,3,2,456,1
2020-09-14 15:05:47.990318,15.51,41000,3328,pay1,7,4,170,0
2020-10-16 19:27:27.477257,1.26,12000,1081,pay1,3,3,15,31
2020-10-23 18:41:17.039121,0.51,10000,762,pay2,3,2,259,23
2020-10-26 07:51:29.772706,5.42,11000,1095,pay1,1,1,405,4
2020-10-26 15:16:50.236536,3.06,6000,1528,pay3,1,1,491,39
2020-10-13 09:29:00.455773,5.81,11000,1930,pay2,1,1,46,21
2020-09-22 12:33:50.360706,1.89,10000,779,pay1,2,1,251,10
2020-09-30 09:16:46.862939,1.76,10000,1160,pay2,1,1,3,28
2020-09-16 19:02:20.876616,0.46,6000,874,pay4,3,3,437,2
2020-10-04 18:18:59.140639,0.31,6000,907,pay4,1,1,484,41
2020-10-15 21:56:18.563871,1.79,12000,1055,pay2,1,1,204,46
2020-10-21 11:22:36.472028,2.51,0,2235,pay3,2,1,448,44
2020-10-08 06:42:04.859209,1.78,6000,3308,pay1,3,2,10,44
2020-10-20 08:18:26.790547,3.01,6000,1103,pay4,1,1,459,41
2020-09-25 13:22:37.066923,4.43,14000,1298,pay2,1,1,421,47
2020-09-29 13:17:01.868720,0.91,12000,985,pay2,1,1,20,36
2020-10-18 22:02:28.074157,0.31,6000,638,pay1,2,1,445,44
2020-08-31 12:54:50.895589,1.13,6000,1357,pay1,1,1,108,3
2020-10-20 20:50:31.998818,5.56,10000,1763,pay3,1,1,4,39
2020-10-29 11:54:58.262035,0.24,6000,821,pay2,1,1,333,1
2020-10-09 19:37:45.459940,3.98,0,1550,pay4,4,3,447,41
2020-09-11 17:49:32.010537,1.13,6000,1615,pay4,2,2,263,45
2020-10-25 11:06:09.999722,5.92,0,3142,pay1,7,6,380,9
2020-10-22 11:16:58.661253,4.01,7000,1760,pay1,4,3,176,43
2020-10-20 19:21:25.299632,0.94,0,993,pay4,3,2,492,25
2020-09-08 13:01:05.040373,2.56,6000,1583,pay4,1,1,433,32
2020-09-26 19:03:06.516692,2.29,10000,1310,pay4,1,1,4,25
2020-09-28 22:45:49.296751,2.78,6000,1557,pay1,1,1,323,32
2020-10-17 06:04:02.636604,1.27,7000,610,pay1,1,1,97,5
2020-09-11 12:29:50.205417,1.54,6000,1594,pay1,3,3,444,37
2020-10-11 14:36:44.353478,1.2,6000,872,pay4,4,2,189,11
2020-10-07 11:23:26.295451,6.29,13000,2752,pay1,2,1,186,36
2020-10-07 15:33:08.325300,1.12,7000,618,pay1,2,2,15,11
2020-10-06 14:06:41.752439,3.09,6000,988,pay1,1,1,55,29
2020-09-01 19:16:27.421641,3.0,0,1709,pay2,2,2,282,49
2020-09-24 13:12:50.104789,0.72,10000,475,pay2,1,1,74,18
2020-09-23 20:30:46.745509,2.13,5000,1559,pay1,1,1,271,38
2020-10-04 19:56:40.001081,2.48,7000,3062,pay3,6,6,191,43
2020-10-21 10:45:12.799242,2.55,13000,2186,pay2,3,3,251,11
2020-10-26 20:04:17.893549,1.11,6000,1124,pay1,1,1,477,25
2020-09-09 13:37:48.354329,1.98,0,1100,pay4,1,1,166,31
2020-09-25 11:53:18.481282,3.14,2000,2003,pay3,3,2,308,29
2020-09-06 14:04:40.537081,3.16,9000,1696,pay2,1,1,318,48
2020-09-02 16:28:12.883331,2.75,10000,1691,pay2,1,1,384,21
2020-10-04 18:00:09.327528,1.35,6000,1209,pay2,4,1,175,30
2020-10-11 16:59:30.936622,0.59,6000,1251,pay2,1,1,446,20
2020-10-28 12:54:24.028584,3.99,0,2035,pay1,1,1,299,41
2020-10-24 20:48:13.315800,1.38,6000,1668,pay1,3,3,484,5
2020-10-12 17:43:22.182561,0.34,7000,1094,pay1,1,1,312,49
2020-10-19 12:36:43.361086,0.47,6000,1056,pay2,2,2,72,22
2020-10-28 12:23:12.178670,2.71,6000,1503,pay1,2,2,361,28
2020-10-11 17:56:06.150481,3.54,0,1616,pay1,1,1,124,22
2020-10-17 06:33:38.193397,0.4,6000,463,pay1,1,1,357,28
2020-09-03 12:39:52.469407,2.48,6000,2385,pay4,3,3,275,45
2020-10-28 19:01:15.412404,1.09,7000,1342,pay1,2,2,106,29
2020-09-06 19:29:43.815804,2.59,0,2172,pay1,3,3,275,38
2020-09-27 17:25:54.466197,0.69,0,786,pay1,3,3,52,19
2020-10-21 16:53:42.189868,0.77,12000,444,pay2,2,2,449,27
2020-10-02 15:02:15.693111,1.03,0,1162,pay2,4,2,80,36
2020-09-26 13:56:16.823534,0.53,10000,1186,pay2,3,2,6,0
2020-09-03 11:26:50.007042,4.59,0,1297,pay1,3,3,477,15
2020-10-03 19:31:48.162519,0.24,7000,882,pay1,1,1,408,0
2020-10-02 19:44:05.255669,2.8,6000,857,pay1,3,1,435,9
2020-09-25 13:42:11.840855,2.42,6000,753,pay1,2,2,322,38
2020-09-13 12:02:53.963379,1.13,6000,904,pay2,2,1,146,2
2020-09-26 19:50:35.350997,4.01,0,1356,pay2,2,2,428,44
2020-10-23 13:27:15.397776,1.83,7000,1900,pay3,2,2,57,39
2020-10-10 15:46:19.070515,1.95,0,865,pay4,4,3,237,17
2020-10-13 10:09:16.229467,2.17,7000,895,pay1,2,2,448,2
2020-09-05 11:18:43.605033,1.39,6000,1953,pay2,1,1,140,3
2020-10-12 11:06:45.661820,2.56,0,1896,pay1,1,1,293,49
2020-10-25 19:16:31.060784,1.27,6000,834,pay1,4,4,19,37
2020-09-21 19:41:51.742862,2.75,6000,1027,pay1,1,1,355,42
2020-10-08 12:11:40.875776,1.01,0,1447,pay3,1,1,22,12
2020-09-26 07:59:46.294527,4.55,8000,886,pay1,11,7,60,26
2020-10-09 15:35:26.455251,4.43,0,2159,pay4,1,1,180,26
2020-09-29 16:49:15.070546,1.16,10000,648,pay2,1,1,157,46
2020-10-02 19:53:07.688591,2.25,6000,1141,pay2,1,1,14,20
2020-09-14 00:45:01.766697,2.73,6000,2767,pay4,4,3,490,47
2020-09-23 18:51:37.693144,1.09,8000,1534,pay1,2,2,442,44
2020-09-30 12:14:10.458171,4.52,0,1234,pay1,2,2,328,12
2020-10-02 15:05:28.956754,1.42,5000,857,pay2,1,1,495,40
2020-09-16 10:13:45.855443,2.92,6000,1095,pay2,1,1,372,44
2020-10-13 15:12:53.362773,3.42,6000,991,pay3,3,1,95,16
2020-10-02 23:07:51.889414,2.35,0,1308,pay4,2,2,279,25
2020-10-28 18:22:19.810666,4.63,11000,1028,pay1,13,2,472,25
2020-10-17 19:23:56.114400,5.12,13000,1482,pay2,1,1,180,49
2020-09-05 12:34:34.223034,10.64,23000,1582,pay1,2,1,483,23
2020-10-27 16:26:37.933985,7.15,14000,2064,pay3,2,2,174,45
2020-08-31 08:48:43.516139,1.32,1000,938,pay1,3,2,329,38
2020-10-02 11:09:16.025085,2.3,10000,4019,pay2,2,2,401,18
2020-10-17 08:21:42.476752,1.73,6000,1388,pay1,2,2,35,1
2020-09-22 21:41:24.974469,5.01,0,1541,pay1,4,2,128,14
2020-09-10 12:35:10.794812,1.32,6000,3090,pay1,6,5,367,47
2020-09-20 11:20:53.446151,8.45,32000,4847,pay2,3,3,481,25
2020-09-07 20:33:14.457038,0.74,6000,964,pay2,2,1,251,0
2020-10-20 09:52:14.965400,2.98,0,1348,pay2,2,2,491,6
2020-10-07 20:37:48.849615,3.8,0,932,pay1,2,1,164,21
2020-09-17 15:35:54.960765,5.8,12000,1351,pay1,3,3,331,28
2020-10-24 12:05:44.883532,1.45,6000,844,pay1,5,4,109,37
2020-10-10 14:25:51.631540,4.55,8000,2584,pay1,2,2,200,43
2020-09-29 18:04:29.488826,9.02,20000,2779,pay1,1,1,138,29
2020-10-14 17:05:24.921575,2.77,0,1820,pay3,1,1,19,27
2020-10-02 09:16:03.219780,8.05,7000,1305,pay4,2,2,385,49
2020-09-01 16:44:06.519866,3.54,10000,867,pay3,1,1,3,36
2020-09-05 11:36:57.380457,3.82,0,1503,pay1,2,2,204,48
2020-10-15 18:45:15.456920,3.13,2000,1518,pay3,2,1,331,35
2020-10-24 14:28:08.458863,2.44,9000,1145,pay3,1,1,335,40
2020-10-07 15:44:13.949961,4.39,11000,1750,pay2,3,2,296,43
2020-09-25 13:32:23.590923,6.39,12000,1148,pay1,1,1,91,49
2020-09-04 10:24:17.338120,0.53,6000,458,pay2,1,1,83,38
2020-09-18 10:49:28.725363,4.17,7000,1323,pay1,3,3,427,0
2020-09-28 20:15:57.499292,1.46,0,1441,pay1,1,1,430,42
2020-10-23 12:50:06.112185,0.92,0,335,pay1,2,1,116,35
2020-10-21 17:17:13.855539,6.35,0,2130,pay3,2,2,53,9
2020-09-27 12:30:16.732520,3.05,10000,1618,pay2,7,1,96,15
2020-09-26 18:13:59.094398,2.22,12000,1247,pay2,2,2,485,45
2020-09-27 12:27:01.663861,5.14,10000,1515,pay1,1,1,355,28
2020-09-04 18:48:03.105394,5.14,13000,2171,pay2,3,2,287,7
2020-10-03 20:53:26.326416,4.33,0,2514,pay2,2,1,10,5
2020-09-14 23:11:26.627066,1.01,0,1333,pay2,3,3,332,24
2020-09-05 13:56:35.692941,4.96,0,2774,pay3,1,1,186,28
2020-10-11 12:13:28.304392,0.64,5000,689,pay4,1,1,499,29
2020-10-10 20:54:30.551098,4.46,8000,1708,pay2,2,2,411,28
2020-10-20 19:19:36.915115,10.28,15000,2459,pay1,4,4,152,31
2020-10-06 13:53:28.151522,12.02,27000,2269,pay1,1,1,425,34
2020-09-07 14:49:01.596790,2.75,0,1514,pay1,5,5,433,29
2020-10-17 09:52:24.930877,0.71,6000,1435,pay2,5,2,424,45
2020-09-12 09:37:35.895993,4.6,7000,2459,pay2,5,5,179,36
2020-09-12 10:26:34.572831,3.33,6000,1381,pay1,1,1,480,34
2020-09-20 18:32:12.211268,2.8,6000,1563,pay1,3,1,174,28
2020-10-20 12:36:37.628012,2.11,10000,1605,pay2,3,3,496,48
2020-09-28 11:35:27.215811,1.03,6000,1302,pay2,4,2,86,41
2020-10-28 11:07:03.416678,7.61,0,1544,pay2,2,1,109,14
2020-10-05 11:37:48.531371,2.34,0,3167,pay2,1,1,306,36
2020-09-26 22:15:12.964822,1.6,6000,1128,pay1,2,2,209,18
2020-10-26 10:36:14.792323,4.24,7000,1867,pay1,1,1,314,25
2020-10-11 16:17:27.946237,2.71,6000,2747,pay2,1,1,102,26
2020-09-30 17:02:34.777696,3.54,0,1294,pay2,2,1,168,4
2020-10-12 13:41:05.854069,2.61,5000,1488,pay1,1,1,11,1
2020-10-17 12:32:19.692126,2.38,6000,1416,pay2,1,1,85,25
2020-09-26 10:23:19.828275,5.85,11000,1068,pay3,2,2,481,25
2020-10-13 10:54:19.394153,14.84,45000,2832,pay1,11,5,81,10
2020-09-27 15:49:05.838700,4.64,8000,1821,pay1,1,1,158,5
2020-10-10 17:50:22.351054,7.69,18000,3094,pay1,4,4,77,32
2020-09-18 17:49:48.562129,2.14,12000,2480,pay2,3,3,441,15
2020-10-02 18:13:44.416647,5.28,0,2267,pay1,3,3,375,37
2020-10-13 13:17:00.373486,3.06,6000,1185,pay2,2,2,295,8
2020-10-18 10:32:35.568348,1.87,10000,1194,pay3,4,4,498,39
2020-09-06 19:32:40.065499,1.94,6000,1325,pay1,2,1,432,47
2020-09-03 12:12:43.755739,7.6,15000,2202,pay1,3,2,60,24
2020-10-20 20:42:00.820731,0.9,12000,882,pay2,1,1,16,37
2020-09-17 14:55:57.280898,0.45,6000,762,pay1,2,1,385,35
2020-09-02 15:37:01.494370,1.65,0,1118,pay1,1,1,494,32
2020-09-09 10:22:09.412717,2.39,5000,1389,pay1,4,1,295,35
2020-10-08 08:53:11.426691,3.37,10000,1612,pay2,1,1,27,45
2020-09-27 19:56:44.073657,5.47,19000,2337,pay1,1,1,38,44
2020-09-11 11:22:56.190672,2.57,12000,1117,pay2,1,1,377,5
2020-09-29 17:44:23.722017,5.71,11000,2187,pay1,3,3,351,26
2020-10-10 19:25:48.474366,1.4,12000,1549,pay2,1,1,471,9
2020-09-17 21:17:50.970870,2.41,10000,1064,pay3,2,2,316,29
2020-09-21 11:17:56.677550,2.41,10000,1130,pay2,3,3,39,18
2020-10-20 11:40:09.303557,0.78,6000,798,pay2,2,2,396,6
2020-10-01 10:18:41.157065,2.95,7000,687,pay1,5,5,214,15
2020-10-04 18:34:16.261693,3.34,6000,2024,pay2,6,4,86,43
2020-09-04 08:11:27.868366,3.03,6000,1882,pay1,3,3,188,1
2020-08-31 20:51:04.152521,1.22,6000,2478,pay1,7,6,140,13
2020-09-12 12:32:38.566426,1.67,0,926,pay1,2,2,149,36
2020-09-11 11:36:02.372419,2.42,0,1191,pay1,1,1,25,15
2020-08-31 17:30:05.504920,2.29,0,1256,pay4,3,2,132,25
2020-10-06 11:46:57.402811,2.92,0,1961,pay1,2,2,397,14
2020-10-26 18:18:04.077249,3.87,0,2169,pay2,4,2,166,4
2020-09-24 12:02:44.375207,3.0,6000,1894,pay1,1,1,268,23
2020-10-07 21:52:42.932310,1.62,10000,1175,pay3,2,1,91,6
2020-10-11 11:57:23.335439,0.43,9000,497,pay2,2,1,433,8
2020-08-31 19:10:50.784406,1.87,6000,1315,pay2,2,2,350,8
2020-09-20 14:48:23.518341,2.01,5000,1239,pay2,2,2,11,11
2020-10-29 16:16:08.785875,7.96,8000,1853,pay1,3,3,491,47
2020-09-19 22:12:07.524129,7.01,8000,1421,pay1,1,1,210,32
2020-09-11 11:42:14.129679,4.96,9000,960,pay1,1,1,161,14
2020-09-30 15:16:51.635338,1.76,0,1133,pay3,2,2,418,45
2020-10-04 16:04:58.977290,2.19,6000,1141,pay1,2,2,370,2
2020-10-25 17:29:15.476928,8.67,18000,2079,pay3,2,1,233,17
2020-10-08 04:05:44.211458,5.29,11000,1277,pay2,3,3,480,10
2020-10-26 09:53:25.945198,8.6,22000,2401,pay2,4,3,428,37
2020-10-05 08:49:54.841333,1.88,5000,1521,pay2,1,1,113,43
2020-09-21 17:00:33.810195,6.43,14000,1974,pay3,1,1,408,12
2020-09-28 19:12:06.517280,1.73,6000,759,pay1,2,2,421,26
2020-09-08 11:57:27.858926,5.55,11000,2112,pay3,1,1,404,17
2020-09-12 22:20:50.015598,2.2,6000,2171,pay1,5,2,160,7
2020-09-18 14:08:52.346727,0.39,0,1697,pay1,2,1,85,27
2020-09-22 11:01:40.828698,1.6,6000,1378,pay1,2,2,44,30
2020-09-09 15:27:53.610091,2.27,6000,1032,pay3,6,3,456,23
2020-09-03 12:27:36.370405,3.03,6000,1349,pay1,1,1,469,44
2020-10-12 12:42:33.179536,2.0,6000,1200,pay1,1,1,442,2
2020-10-11 19:05:27.934516,5.15,10000,1418,pay1,3,1,454,31
2020-10-18 16:18:05.870063,1.46,6000,1087,pay1,1,1,499,29
2020-10-15 19:53:48.779833,1.14,0,1117,pay1,3,3,271,49
2020-09-12 19:38:24.601743,2.29,6000,1693,pay3,1,1,213,19
2020-10-19 12:00:29.870327,3.24,6000,2384,pay1,1,1,160,26
2020-10-13 18:42:05.197436,3.4,6000,1519,pay1,1,1,160,26
2020-09-22 17:52:28.745210,3.23,6000,1397,pay1,3,3,415,0
2020-10-16 08:11:39.970377,2.64,6000,1491,pay1,1,1,295,7
2020-10-03 12:17:30.126410,3.98,10000,3057,pay2,4,4,132,21
2020-09-16 11:40:09.159829,1.38,6000,1029,pay1,1,1,458,19
2020-09-03 09:32:34.805103,2.35,10000,1442,pay2,2,2,496,0
2020-10-02 07:38:30.621853,0.85,5000,795,pay1,1,1,40,18
2020-09-27 20:09:34.966631,1.32,12000,1345,pay2,2,2,338,46
2020-09-24 23:14:11.410387,1.04,6000,1006,pay1,1,1,87,40
2020-10-17 14:01:04.564390,5.2,10000,1640,pay1,3,1,206,3
2020-09-25 08:13:58.120295,4.17,7000,1361,pay1,3,1,178,31
2020-10-24 11:20:49.880827,0.66,6000,908,pay1,1,1,266,17
2020-08-31 18:03:01.709590,1.05,10000,1075,pay2,1,1,52,1
2020-10-19 10:47:21.322126,4.1,2000,1911,pay4,4,4,214,43
2020-09-17 09:47:11.403086,0.76,0,1161,pay1,6,5,378,22
2020-10-18 13:15:03.404012,1.13,0,1154,pay4,5,5,340,33
2020-10-20 17:56:11.890839,3.2,6000,1322,pay3,4,3,287,9
2020-09-09 15:45:12.981582,3.7,10000,1894,pay2,4,4,106,47
2020-09-30 12:14:05.509928,2.68,10000,1945,pay2,11,5,248,2
2020-09-22 16:19:34.762659,1.64,0,1664,pay2,3,2,365,10
2020-10-15 17:11:35.704775,6.09,13000,1171,pay1,1,1,285,24
2020-09-09 12:10:11.377848,1.78,10000,1341,pay2,5,3,437,37
2020-10-19 11:32:02.936224,1.75,10000,1128,pay2,2,2,458,21
2020-09-02 20:19:32.076378,0.67,6000,1647,pay2,4,3,248,4
2020-10-10 08:54:42.768770,0.74,0,639,pay1,4,1,322,17
2020-09-03 11:05:19.775873,6.68,5000,5071,pay1,1,1,358,30
2020-10-17 18:54:47.233076,2.1,0,1833,pay4,2,1,478,7
2020-10-10 18:22:16.595528,2.71,6000,1528,pay2,3,2,46,20
2020-09-03 11:23:37.204224,4.31,7000,1817,pay3,1,1,385,40
2020-09-15 12:15:18.468492,7.8,20000,2334,pay3,2,1,296,45
2020-09-19 10:37:48.006866,2.14,0,1363,pay1,1,1,293,48
2020-10-22 19:33:07.668852,2.47,6000,898,pay1,1,1,253,17
2020-10-19 17:19:49.583797,0.58,0,675,pay2,3,3,39,20
2020-10-13 09:06:43.473267,1.09,0,1549,pay1,2,2,491,22
2020-09-22 12:20:28.978637,4.09,0,1718,pay1,2,2,69,29
2020-09-10 13:04:54.202304,4.68,12000,1894,pay2,12,3,485,36
2020-10-26 15:12:57.547776,4.8,9000,1098,pay2,1,1,268,5
2020-10-25 09:46:23.247381,0.7,6000,415,pay1,3,3,57,28
2020-10-13 17:43:05.437568,2.06,10000,716,pay2,1,1,215,33
2020-09-19 08:29:06.819796,3.7,10000,1871,pay2,1,1,180,28
2020-09-20 15:56:52.271341,1.03,6000,608,pay1,2,1,270,48
2020-09-19 06:28:21.247355,4.27,11000,1853,pay2,4,4,338,15
2020-10-17 13:04:44.955143,1.21,0,1157,pay1,3,1,91,40
2020-10-04 12:15:20.419292,2.69,10000,1286,pay3,1,1,465,6
2020-10-05 14:45:17.378001,1.18,6000,583,pay2,1,1,112,37
2020-10-11 18:11:59.345629,2.83,6000,1002,pay2,1,1,368,4
2020-09-05 18:45:24.669633,2.94,10000,3001,pay2,2,1,313,34
2020-10-15 18:05:52.919020,2.55,6000,834,pay2,15,3,262,45
2020-10-26 11:16:07.744689,4.08,8000,1696,pay1,3,3,36,42
2020-10-02 19:05:45.786429,2.25,0,1679,pay2,1,1,378,22
2020-10-03 17:41:01.445951,3.83,6000,1861,pay1,2,2,117,43
2020-08-31 11:04:34.126828,2.6,10000,1464,pay2,2,2,493,35
2020-09-28 13:10:34.746557,0.56,6000,1456,pay1,1,1,349,27
2020-10-24 16:42:16.590189,2.93,6000,1784,pay2,1,1,10,1
2020-09-23 11:07:16.271118,0.21,8000,2962,pay2,2,1,287,39
2020-09-11 22:28:59.502185,1.68,1000,1253,pay1,2,2,492,29
2020-10-10 18:08:57.823767,2.18,6000,1490,pay1,1,1,323,30
2020-08-31 15:21:34.606324,5.45,9000,3091,pay1,8,1,11,23
2020-10-24 12:55:06.990108,3.42,6000,885,pay2,1,1,208,22
2020-10-29 21:02:49.151598,1.39,5000,1391,pay1,2,2,19,2
2020-10-05 07:16:45.331947,8.3,17000,2776,pay2,2,1,101,19
2020-09-10 17:56:53.473360,4.78,7000,2009,pay1,1,1,457,1
2020-10-17 07:35:05.421606,3.93,6000,1094,pay1,10,8,176,48
2020-10-03 19:52:45.377245,3.82,12000,1106,pay2,1,1,286,36
2020-09-13 20:26:56.125754,0.65,6000,1660,pay3,5,2,414,46
2020-10-15 03:20:22.977220,0.51,0,810,pay1,2,2,174,9
2020-10-10 19:05:56.535043,8.04,30000,1653,pay4,6,4,408,14
2020-10-17 11:10:18.396273,2.92,0,1292,pay1,1,1,149,21
2020-10-17 19:46:19.751120,1.31,5000,1568,pay1,1,1,330,11
2020-09-30 12:17:18.641224,7.61,6000,2306,pay1,1,1,63,2
2020-10-18 14:29:17.194769,1.81,6000,1094,pay1,6,4,443,30
2020-10-27 20:02:26.681111,1.48,9000,632,pay2,3,2,193,9
2020-10-23 12:25:08.067752,3.55,10000,1068,pay1,4,4,344,43
2020-10-10 11:39:23.277161,1.73,6000,1502,pay4,2,2,331,31
2020-10-09 13:40:40.032532,0.4,12000,1392,pay2,2,2,492,49
2020-10-23 05:41:09.875901,3.83,6000,1071,pay1,2,2,97,4
2020-09-10 14:11:09.490428,5.83,15000,1449,pay2,4,2,349,13
2020-10-02 19:16:19.812247,0.98,6000,1314,pay2,1,1,102,27
2020-10-07 16:00:04.449397,4.67,0,1993,pay1,2,2,112,24
2020-09-16 15:05:48.627724,1.99,6000,3603,pay1,12,10,142,43
2020-09-24 19:15:03.089967,6.78,3000,1837,pay1,4,4,43,28
2020-10-26 08:58:41.323279,3.57,6000,890,pay1,7,3,72,35
2020-09-21 12:52:16.551757,1.98,6000,1493,pay1,1,1,157,30
2020-10-19 19:09:07.734699,0.67,6000,1346,pay2,1,1,90,38
2020-08-31 20:31:40.615991,2.01,9000,1013,pay2,1,1,314,4
2020-09-26 20:08:53.401562,3.91,6000,1168,pay1,1,1,212,45
2020-10-16 10:23:10.497112,0.99,6000,1626,pay3,3,3,333,36
2020-09-29 23:39:56.701219,6.03,12000,1297,pay1,1,1,441,28
2020-10-11 17:33:10.865739,0.97,13000,2250,pay3,3,1,439,1
2020-09-26 17:03:52.050998,2.61,0,1502,pay1,1,1,265,3
2020-09-27 12:03:01.576626,2.71,7000,3077,pay1,2,2,461,18
2020-10-08 12:10:37.665668,1.57,10000,561,pay2,2,2,347,24
2020-10-23 12:23:27.320737,1.12,0,2074,pay2,3,1,153,38
2020-10-23 22:16:56.005693,1.05,6000,1864,pay1,3,2,195,12
2020-09-15 11:30:09.933654,1.66,5000,1178,pay3,2,2,396,39
